Store_ID,Store_Name,Brand_Name,Store_Type,City,City_Tier,Product_Name,Category,Sub_Category,Product_Stage,Quantity_Available,Units_Sold,Unit_Price,Cost_Price,Revenue,Profit_Margin,Average_Order_Value,Inventory_Turnover,Days_of_Stock,Customer_Segment,Sales_Channel,Payment_Method,Supplier,Supplier_Rating,Promotion_Type,Promotion_Impact,Max_Discount_Offered,Return_Rate,Return_Reason,Customer_Satisfaction,Online_Rating,Review_Count,Sales_Rep_Experience,Sales_Rep_Rating,Market_Share,Competition_Level,Competitor_Count,Brand_Loyalty,Brand_Awareness,Price_Competitiveness,Weather_Impact,Delivery_Time,Shipping_Cost,Month,Year,Quarter,Season
BX_HYDERABAD_033,BrandX_India Electronics Hyderabad,BrandX_India,Online Hub,Hyderabad,Metro,iPad Pro,Electronics,Tablets,Discontinued,157,46,96638,78387,4445348,18.89,120934,3.52,102,Luxury,BrandX_India Social Commerce,UPI,BrandX_India Brand Partners,NaN,Festival Offer,16.5,47,5.1,Poor Quality,4.2,4.9,494,7,4.6,27.5,Very High,23,81.3,86.6,Aggressive,Low,6,281,1,2022,Q1,Spring
BX_DELHI_052,BrandX_India Style Delhi,BrandX_India,Online Hub,Delhi,Metro,Nike Air Max,Clothes,Shoes,Declining,241,47,10732,8302,504404,22.64,14888,2.34,154,Luxury,BrandX_India Online,UPI,BrandX_India Wholesale,NaN,Festival Offer,22.8,15,1.4,Defective,4.3,3.8,224,5,4.3,19.8,High,20,78.8,86,Competitive,Medium,1,141,1,2022,Q1,Spring
BX_SURAT_014,BrandX_India Mobile Surat,BrandX_India,Flagship,Surat,Tier2,Mi Power Bank,Gadgets,Power Banks,Growing,29,7,2318,1902,16226,17.95,3193,2.9,124,Mid-Range,BrandX_India Phone Order,UPI,BrandX_India E-commerce Hub,NaN,Discount,39.5,27,0.2,Changed Mind,4.5,3.8,184,1,4.6,6,Medium,4,70.8,61.2,Standard,Low,2,115,1,2022,Q1,Spring
BX_VISAKHAPATNAM_080,BrandX_India Appliances Visakhapatnam,BrandX_India,Mall Store,Visakhapatnam,Tier2,Kent Grand Plus,Home Appliances,Water Purifiers,Declining,71,34,17431,13401,592654,23.12,25895,5.75,63,Premium,BrandX_India Social Commerce,Card,BrandX_India E-commerce Hub,NaN,Discount,25.1,24,3.5,Changed Mind,4.4,4.7,43,8,3.6,7.2,Medium,4,87.3,69.1,Standard,Low,6,639,1,2022,Q1,Spring
BX_MUMBAI_071,BrandX_India Mobile Mumbai,BrandX_India,Street Store,Mumbai,Metro,Xbox Series X,Gadgets,Gaming Consoles,Mature,119,48,52769,44155,2532912,16.32,56758,4.84,74,Mid-Range,BrandX_India Online,Cash,BrandX_India Direct Import,NaN,Flash Sale,30.4,32,4.5,Defective,4.2,3.9,326,8,3.8,13.7,Very High,19,76.9,89.2,Aggressive,Low,6,105,1,2022,Q1,Spring
BX_PUNE_045,BrandX_India Apparel Pune,BrandX_India,Flagship,Pune,Tier1,Zara Evening Dress,Clothes,Dresses,Discontinued,44,31,5332,3913,165292,26.61,6718,8.45,43,Luxury,BrandX_India Store,EMI,BrandX_India Brand Partners,NaN,Clearance,34.9,35,0,No Return,4.1,4.1,342,2,3.9,19.9,Medium,11,75.4,78.3,Standard,Medium,5,92,1,2022,Q1,Spring
BX_BHOPAL_003,BrandX_India Style Bhopal,BrandX_India,Online Hub,Bhopal,Tier2,Levi's 511 Jeans,Clothes,Jeans,Mature,41,26,3889,2867,101114,26.28,4791,7.61,47,Luxury,BrandX_India Online,UPI,BrandX_India Local Sourcing,NaN,Discount,34.5,19,0.2,Wrong Size,4.2,4,161,9,3.6,6.7,Medium,8,69.2,67.8,Standard,Medium,5,64,1,2022,Q1,Spring
BX_CHENNAI_033,BrandX_India Appliances Chennai,BrandX_India,Express,Chennai,Metro,LG Double Door 260L,Home Appliances,Refrigerators,New Launch,159,61,33873,28416,2066253,16.11,44269,4.6,78,Budget,BrandX_India Phone Order,UPI,BrandX_India Brand Partners,NaN,Clearance,17.9,25,4.7,Changed Mind,4.2,4.2,66,10,3.6,17.6,Very High,25,84.8,82.9,Aggressive,Low,6,551,1,2022,Q1,Spring
BX_BANGALORE_098,BrandX_India Daily Bangalore,BrandX_India,Mall Store,Bangalore,Metro,Brown Sugar 500g,Groceries,Sugar,Discontinued,78,30,131,102,3930,22.14,170,4.62,78,Budget,BrandX_India Store,Card,BrandX_India Direct Import,NaN,No Promotion,0,0,5.5,Wrong Size,4.2,4.3,471,10,3.9,17.5,High,20,77.3,81.9,Competitive,Low,4,76,1,2022,Q1,Spring
BX_BHOPAL_047,BrandX_India Tech Hub Bhopal,BrandX_India,Mall Store,Bhopal,Tier2,Dell XPS 13,Electronics,Laptops,Mature,69,5,74386,58436,371930,21.44,89214,0.87,414,Premium,BrandX_India Store,Wallet,BrandX_India Brand Partners,NaN,Clearance,25.1,33,7.3,Poor Quality,4.2,5,321,8,5,9.8,Low,5,82,69.5,Standard,Low,3,146,1,2022,Q1,Spring
BX_CHENNAI_071,BrandX_India Accessories Chennai,BrandX_India,Online Hub,Chennai,Metro,Apple Watch Series 8,Gadgets,Smart Watches,New Launch,203,39,44756,37398,1745484,16.44,46905,2.31,156,Premium,BrandX_India Store,Card,BrandX_India E-commerce Hub,NaN,No Promotion,0,0,3.1,Damaged,4.1,3.9,106,9,3.7,11,High,21,95.1,84.9,Competitive,Low,6,134,1,2022,Q1,Spring
BX_AHMEDABAD_099,BrandX_India Accessories Ahmedabad,BrandX_India,Flagship,Ahmedabad,Tier1,JBL Charge 5,Gadgets,Bluetooth Speakers,Discontinued,182,29,9174,7557,266046,17.63,13082,1.91,188,Budget,BrandX_India Online,Wallet,BrandX_India Brand Partners,NaN,No Promotion,0,0,3,Defective,4.1,4.9,10,8,4.3,16.7,High,12,74,75.6,Competitive,Low,5,148,1,2022,Q1,Spring
BX_HYDERABAD_064,BrandX_India Apparel Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,Forever 21 Dress,Clothes,Dresses,New Launch,250,65,2350,1931,152750,17.83,2800,3.12,115,Budget,BrandX_India Online,EMI,BrandX_India Direct Import,NaN,Festival Offer,14.8,16,7.8,Damaged,3.9,3.9,61,3,3.6,18.4,High,20,79.8,88.3,Competitive,Medium,5,96,1,2022,Q1,Spring
BX_DELHI_063,BrandX_India Gadget Zone Delhi,BrandX_India,Online Hub,Delhi,Metro,Sony WH-1000XM5,Electronics,Headphones,Growing,156,16,28676,21675,458816,24.41,36659,1.23,293,Luxury,BrandX_India Phone Order,Cash,BrandX_India Wholesale,NaN,Flash Sale,28.6,22,3,Defective,4.2,4,466,9,3.8,25.5,High,25,84.8,80.3,Competitive,Low,7,241,1,2022,Q1,Spring
BX_CHENNAI_073,BrandX_India Style Chennai,BrandX_India,Street Store,Chennai,Metro,Nike Air Max,Clothes,Shoes,New Launch,186,53,9265,7704,491045,16.85,11834,3.42,105,Premium,BrandX_India Online,UPI,BrandX_India E-commerce Hub,NaN,BOGO,23.7,9,7.2,Defective,4.5,4.3,177,2,4.1,15.2,High,15,96.1,86.1,Competitive,Medium,3,58,1,2022,Q1,Spring
BX_BANGALORE_017,BrandX_India Electronics Bangalore,BrandX_India,Online Hub,Bangalore,Metro,Sony Bravia 43Inch,Electronics,Smart TVs,Mature,137,27,60760,45086,1640520,25.8,86563,2.36,152,Budget,BrandX_India Store,EMI,BrandX_India Wholesale,NaN,Discount,14,21,2.1,Poor Quality,4.6,4.3,61,8,4.7,25.2,High,24,76.3,90,Competitive,Low,7,126,1,2022,Q1,Spring
BX_DELHI_011,BrandX_India Style Delhi,BrandX_India,Street Store,Delhi,Metro,Levi's 511 Jeans,Clothes,Jeans,Declining,66,30,3786,2977,113580,21.37,5616,5.45,66,Premium,BrandX_India Phone Order,Wallet,BrandX_India Brand Partners,NaN,Clearance,34.8,37,6.4,Damaged,3.8,4.9,215,1,4.2,14.6,High,17,96.6,82.8,Competitive,Medium,7,117,1,2022,Q1,Spring
BX_HYDERABAD_047,BrandX_India Trends Hyderabad,BrandX_India,Flagship,Hyderabad,Metro,Levi's T-Shirt,Clothes,T-Shirts,Growing,120,47,2451,1775,115197,27.58,3441,4.7,77,Luxury,BrandX_India App,EMI,BrandX_India Brand Partners,NaN,Flash Sale,31,44,1.9,Wrong Size,4.2,4.3,171,8,4.4,10.7,Very High,17,76.9,84.5,Aggressive,Medium,3,73,1,2022,Q1,Spring
BX_MUMBAI_057,BrandX_India Daily Mumbai,BrandX_India,Flagship,Mumbai,Metro,Sunflower Oil 1L,Groceries,Oil,Declining,247,51,144,104,7344,27.78,177,2.48,145,Luxury,BrandX_India App,Cash,BrandX_India Brand Partners,NaN,Flash Sale,30.6,10,0.3,Wrong Size,3.7,4.5,34,8,4.9,10.8,High,19,78.4,82.1,Competitive,Low,2,145,1,2022,Q1,Spring
BX_BANGALORE_038,BrandX_India Superstore Bangalore,BrandX_India,Online Hub,Bangalore,Metro,Sunflower Oil 1L,Groceries,Oil,Growing,228,68,134,105,9112,21.64,184,3.58,101,Budget,BrandX_India Store,EMI,BrandX_India Brand Partners,NaN,Discount,25.5,21,4.2,Wrong Size,4.2,4.4,482,6,5,11.5,High,21,83.2,86.4,Competitive,Low,2,81,1,2022,Q1,Spring
BX_BANGALORE_011,BrandX_India Express Bangalore,BrandX_India,Online Hub,Bangalore,Metro,Sunflower Oil 1L,Groceries,Oil,Mature,134,29,160,113,4640,29.38,228,2.6,139,Premium,BrandX_India Phone Order,EMI,BrandX_India Wholesale,NaN,BOGO,16.9,26,6.1,Damaged,4.1,4.5,84,9,4.5,15.6,High,18,91.5,83.1,Competitive,Low,5,71,1,2022,Q1,Spring
BX_HYDERABAD_047,BrandX_India Digital Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,LG OLED 55Inch,Electronics,Smart TVs,Growing,144,36,122293,103343,4402548,15.5,134177,3,120,Premium,BrandX_India Online,Credit,BrandX_India Wholesale,NaN,Festival Offer,30.3,16,4.5,Defective,4.6,4.8,139,7,4.6,24.8,Very High,15,95.2,80.2,Aggressive,Low,6,190,1,2022,Q1,Spring
BX_MUMBAI_039,BrandX_India Living Mumbai,BrandX_India,Online Hub,Mumbai,Metro,LG Double Door 260L,Home Appliances,Refrigerators,Discontinued,36,12,33323,26753,399876,19.72,36374,4,90,Luxury,BrandX_India Store,Wallet,BrandX_India E-commerce Hub,NaN,Discount,12.1,22,3.6,Damaged,3.8,3.8,444,7,4.8,11.7,Very High,20,81,87.8,Aggressive,Low,7,625,1,2022,Q1,Spring
BX_CHENNAI_024,BrandX_India Digital Chennai,BrandX_India,Street Store,Chennai,Metro,Dell XPS 13,Electronics,Laptops,New Launch,126,48,102663,72574,4927824,29.31,130223,4.57,79,Budget,BrandX_India Online,Wallet,BrandX_India Brand Partners,NaN,No Promotion,0,0,4.2,Changed Mind,4.1,4.1,140,4,4.3,20.4,Very High,23,78.1,80.7,Aggressive,Low,4,291,1,2022,Q1,Spring
BX_DELHI_057,BrandX_India Tech Hub Delhi,BrandX_India,Street Store,Delhi,Metro,Samsung Galaxy S23,Electronics,Smartphones,Discontinued,207,53,69816,57061,3700248,18.27,89282,3.07,117,Luxury,BrandX_India Online,Wallet,BrandX_India Wholesale,NaN,Clearance,31.1,10,0.4,Changed Mind,4.4,3.9,397,1,4,22.5,Very High,24,81.5,84.5,Aggressive,Low,1,109,1,2022,Q1,Spring
BX_BANGALORE_042,BrandX_India Gadget Zone Bangalore,BrandX_India,Mall Store,Bangalore,Metro,HP Pavilion,Electronics,Laptops,Discontinued,143,47,71737,50398,3371639,29.75,80477,3.94,91,Premium,BrandX_India Store,Card,BrandX_India Wholesale,NaN,Clearance,33,25,0.3,Damaged,4.8,3.8,192,3,4.8,26.8,Very High,20,94.4,86.3,Aggressive,Low,6,282,1,2022,Q1,Spring
BX_BANGALORE_039,BrandX_India Fresh Bangalore,BrandX_India,Online Hub,Bangalore,Metro,Green Tea 100g,Groceries,Tea,Discontinued,97,75,318,252,23850,20.75,350,9.28,39,Luxury,BrandX_India Phone Order,UPI,BrandX_India Brand Partners,NaN,No Promotion,0,0,7.9,Changed Mind,4.1,4.6,38,6,4.4,11.1,Very High,18,77.9,85.9,Aggressive,Low,2,76,1,2022,Q1,Spring
BX_MUMBAI_037,BrandX_India Daily Mumbai,BrandX_India,Mall Store,Mumbai,Metro,Toor Dal 1kg,Groceries,Dal,Growing,319,129,233,188,30057,19.31,241,4.85,74,Mid-Range,BrandX_India Social Commerce,Card,BrandX_India Direct Import,NaN,Discount,32.9,17,0,No Return,4.1,4.3,408,8,3.8,11.3,High,24,84,87.3,Competitive,Low,1,87,1,2022,Q1,Spring
BX_DELHI_099,BrandX_India Living Delhi,BrandX_India,Online Hub,Delhi,Metro,Kent Grand Plus,Home Appliances,Water Purifiers,Growing,191,64,18866,14953,1207424,20.74,26473,4.02,90,Luxury,BrandX_India App,EMI,BrandX_India Local Sourcing,NaN,Clearance,11.8,5,5.4,Wrong Size,4,4.4,271,2,4.4,15.5,High,23,84.5,85,Competitive,Low,4,281,1,2022,Q1,Spring
BX_MUMBAI_039,BrandX_India Style Mumbai,BrandX_India,Flagship,Mumbai,Metro,H&M Cotton Tee,Clothes,T-Shirts,Growing,215,17,1395,1050,23715,24.73,1745,0.95,379,Luxury,BrandX_India Online,Wallet,BrandX_India Local Sourcing,NaN,BOGO,25.8,32,5,Changed Mind,4.5,4.6,304,8,3.9,14.3,High,24,80.8,87.5,Competitive,Medium,6,70,1,2022,Q1,Spring
BX_HYDERABAD_066,BrandX_India Gadget Zone Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,AirPods Pro,Electronics,Headphones,Declining,78,9,25263,18342,227367,27.4,31101,1.38,260,Budget,BrandX_India Social Commerce,Wallet,BrandX_India Local Sourcing,NaN,Discount,20.4,39,4.1,Defective,4.2,4,423,10,4.4,27.8,High,23,83.4,81,Competitive,Low,2,171,1,2022,Q1,Spring
BX_HYDERABAD_091,BrandX_India Fresh Hyderabad,BrandX_India,Express,Hyderabad,Metro,Tata Tea Premium,Groceries,Tea,Mature,160,52,253,184,13156,27.27,368,3.9,92,Premium,BrandX_India Online,Card,BrandX_India E-commerce Hub,NaN,No Promotion,0,0,4.2,Changed Mind,4.1,3.9,372,9,4.9,17.9,Very High,15,90.8,81.1,Aggressive,Low,1,127,1,2022,Q1,Spring
BX_VISAKHAPATNAM_087,BrandX_India Gadget Zone Visakhapatnam,BrandX_India,Mall Store,Visakhapatnam,Tier2,Sony Bravia 43Inch,Electronics,Smart TVs,Mature,216,32,46634,36115,1492288,22.56,62698,1.78,203,Mid-Range,BrandX_India Phone Order,Cash,BrandX_India Local Sourcing,NaN,Festival Offer,20.3,47,0.6,Poor Quality,4.2,4.1,41,6,4.8,9.7,Low,5,76.8,64.1,Standard,Low,7,120,1,2022,Q1,Spring
BX_MUMBAI_064,BrandX_India Apparel Mumbai,BrandX_India,Street Store,Mumbai,Metro,Adidas Hoodie,Clothes,Jackets,Growing,130,36,4155,3081,149580,25.85,4224,3.32,108,Luxury,BrandX_India App,UPI,BrandX_India Brand Partners,NaN,Discount,25.1,35,6.8,Defective,4.1,4.1,33,9,3.7,16.2,High,16,83.4,89.1,Competitive,Medium,4,51,1,2022,Q1,Spring
BX_MUMBAI_072,BrandX_India Digital Mumbai,BrandX_India,Online Hub,Mumbai,Metro,Samsung Tab S8,Electronics,Tablets,Declining,103,33,44264,31506,1460712,28.82,59490,3.84,94,Budget,BrandX_India Online,Wallet,BrandX_India Local Sourcing,NaN,No Promotion,0,0,5.7,Damaged,4.8,4.1,389,1,3.9,20.8,High,15,76.8,88.3,Competitive,Low,4,212,1,2022,Q1,Spring
BX_BANGALORE_013,BrandX_India Superstore Bangalore,BrandX_India,Mall Store,Bangalore,Metro,White Sugar 1kg,Groceries,Sugar,New Launch,253,57,46,32,2622,30.43,64,2.7,133,Luxury,BrandX_India Phone Order,Wallet,BrandX_India Wholesale,NaN,Flash Sale,10.9,5,1,Damaged,4.1,4.7,358,7,4.2,18.3,Very High,25,79.6,89.1,Aggressive,Low,1,138,1,2022,Q1,Spring
BX_CHENNAI_091,BrandX_India Fashion Chennai,BrandX_India,Express,Chennai,Metro,H&M Cotton Tee,Clothes,T-Shirts,Mature,170,59,1540,1111,90860,27.86,1914,4.16,86,Luxury,BrandX_India Store,EMI,BrandX_India E-commerce Hub,NaN,BOGO,23,29,0.5,Wrong Size,4.5,4.6,263,7,4.6,12.3,High,25,75.5,83.6,Competitive,Medium,1,72,1,2022,Q1,Spring
BX_PUNE_071,BrandX_India Style Pune,BrandX_India,Online Hub,Pune,Tier1,Pepe Jeans,Clothes,Jeans,Discontinued,84,20,2790,2316,55800,16.99,3001,2.86,126,Mid-Range,BrandX_India Phone Order,EMI,BrandX_India Wholesale,NaN,Festival Offer,17.3,44,0.1,Wrong Size,3.9,4.9,342,8,4.1,18.9,High,11,68.1,77.8,Competitive,Medium,7,116,1,2022,Q1,Spring
BX_BANGALORE_031,BrandX_India Mobile Bangalore,BrandX_India,Express,Bangalore,Metro,Anker PowerCore,Gadgets,Power Banks,Mature,78,36,2449,1736,88164,29.11,3375,5.54,65,Premium,BrandX_India Phone Order,Credit,BrandX_India Local Sourcing,NaN,Festival Offer,25.2,44,2.9,Defective,4.5,4.1,162,3,3.9,18.6,Very High,16,93.4,80.1,Aggressive,Low,5,142,1,2022,Q1,Spring
BX_MUMBAI_092,BrandX_India Connect Mumbai,BrandX_India,Online Hub,Mumbai,Metro,Canon EOS R6,Gadgets,Cameras,Mature,115,12,233496,173953,2801952,25.5,329772,1.25,288,Premium,BrandX_India Phone Order,Credit,BrandX_India Wholesale,NaN,No Promotion,0,0,7.4,Damaged,4.4,3.9,377,3,4.7,18,High,20,97.5,90,Competitive,Low,1,66,1,2022,Q1,Spring
BX_JAIPUR_005,BrandX_India Smart Jaipur,BrandX_India,Mall Store,Jaipur,Tier2,Bose SoundLink,Gadgets,Bluetooth Speakers,New Launch,157,8,14160,10010,113280,29.31,17678,0.61,589,Premium,BrandX_India Store,UPI,BrandX_India Local Sourcing,NaN,Flash Sale,24.7,14,2.5,Wrong Size,4,5,476,9,4.1,7.6,Low,8,82.2,61.7,Standard,Low,4,148,1,2022,Q1,Spring
BX_MUMBAI_043,BrandX_India Connect Mumbai,BrandX_India,Online Hub,Mumbai,Metro,Mi Power Bank,Gadgets,Power Banks,Declining,158,39,1730,1240,67470,28.32,2300,2.96,122,Premium,BrandX_India Store,Cash,BrandX_India Local Sourcing,NaN,Festival Offer,23.4,50,3.6,Changed Mind,4,5,59,3,3.9,17.6,Very High,16,96.2,87.7,Aggressive,Low,1,74,1,2022,Q1,Spring
BX_DELHI_074,BrandX_India Fashion Delhi,BrandX_India,Mall Store,Delhi,Metro,Nike Jacket,Clothes,Jackets,Discontinued,200,52,6416,5290,333632,17.55,8859,3.12,115,Mid-Range,BrandX_India Phone Order,EMI,BrandX_India Local Sourcing,NaN,BOGO,38.6,5,7.4,Changed Mind,3.9,4.7,191,10,3.6,18.2,High,17,77.7,88.3,Competitive,Medium,1,103,1,2022,Q1,Spring
BX_CHENNAI_066,BrandX_India Tech Hub Chennai,BrandX_India,Mall Store,Chennai,Metro,iPhone 14,Electronics,Smartphones,Growing,103,52,98802,73637,5137704,25.47,133706,6.06,59,Luxury,BrandX_India Online,Credit,BrandX_India Local Sourcing,NaN,Festival Offer,20,11,6.4,Wrong Size,4.5,4.4,490,3,4.9,22,Very High,16,82,85.5,Aggressive,Low,7,127,1,2022,Q1,Spring
BX_SURAT_036,BrandX_India Comfort Surat,BrandX_India,Flagship,Surat,Tier2,IFB 7kg Front Load,Home Appliances,Washing Machines,Discontinued,122,29,34233,24087,992757,29.64,35093,2.85,126,Mid-Range,BrandX_India Phone Order,Card,BrandX_India E-commerce Hub,NaN,Clearance,37.5,28,0.3,Defective,4.2,4.5,391,9,4.5,4.8,Medium,6,73.8,60.6,Standard,Low,3,414,1,2022,Q1,Spring
BX_DELHI_044,BrandX_India Fresh Delhi,BrandX_India,Express,Delhi,Metro,Toor Dal 1kg,Groceries,Dal,Growing,267,114,216,163,24624,24.54,300,5.12,70,Premium,BrandX_India App,Card,BrandX_India Brand Partners,NaN,BOGO,17.2,5,1.2,Wrong Size,3.7,4.1,155,5,4.3,12,Very High,17,95.2,83.5,Aggressive,Low,4,139,1,2022,Q1,Spring
BX_HYDERABAD_038,BrandX_India Apparel Hyderabad,BrandX_India,Online Hub,Hyderabad,Metro,Adidas Hoodie,Clothes,Jackets,New Launch,256,62,5371,4036,333002,24.86,6734,2.91,124,Budget,BrandX_India Phone Order,Credit,BrandX_India Direct Import,NaN,No Promotion,0,0,6.4,Defective,3.9,4.1,214,10,4.2,12.8,High,17,81.3,89.1,Competitive,Medium,7,70,1,2022,Q1,Spring
BX_MUMBAI_095,BrandX_India Trends Mumbai,BrandX_India,Mall Store,Mumbai,Metro,Adidas Ultraboost,Clothes,Shoes,Discontinued,207,65,9078,6540,590070,27.96,9573,3.77,96,Mid-Range,BrandX_India Online,EMI,BrandX_India Local Sourcing,NaN,Discount,23.9,30,3.2,Poor Quality,4.1,4.9,38,8,4.2,15.2,High,17,82.2,85.5,Competitive,Medium,2,75,1,2022,Q1,Spring
BX_DELHI_014,BrandX_India Tech Hub Delhi,BrandX_India,Mall Store,Delhi,Metro,Sony WH-1000XM5,Electronics,Headphones,Declining,179,22,31165,22233,685630,28.66,40151,1.47,244,Luxury,BrandX_India App,EMI,BrandX_India E-commerce Hub,NaN,Festival Offer,36.9,29,1.1,Changed Mind,4.8,4.6,214,4,4.4,21,High,23,78.2,80.7,Competitive,Low,7,159,1,2022,Q1,Spring
BX_JAIPUR_044,BrandX_India Superstore Jaipur,BrandX_India,Express,Jaipur,Tier2,Green Tea 100g,Groceries,Tea,Growing,195,43,320,266,13760,16.88,364,2.65,136,Mid-Range,BrandX_India Social Commerce,Wallet,BrandX_India Local Sourcing,NaN,Discount,34.9,50,6.3,Damaged,3.8,4,166,2,4.6,12.8,Medium,3,70.8,65,Standard,Low,4,53,1,2022,Q1,Spring
BX_MUMBAI_087,BrandX_India Apparel Mumbai,BrandX_India,Flagship,Mumbai,Metro,Adidas Hoodie,Clothes,Jackets,Discontinued,47,16,3548,2827,56768,20.32,4240,4.09,88,Budget,BrandX_India Social Commerce,EMI,BrandX_India Local Sourcing,NaN,Flash Sale,37.4,27,6.3,Defective,4.6,4.2,442,9,4.8,18.3,High,16,80.4,87.4,Competitive,Medium,4,137,1,2022,Q1,Spring
BX_MUMBAI_031,BrandX_India Trends Mumbai,BrandX_India,Mall Store,Mumbai,Metro,Pepe Jeans,Clothes,Jeans,Declining,77,40,3860,3259,154400,15.57,5428,6.23,58,Budget,BrandX_India Phone Order,Cash,BrandX_India Direct Import,NaN,No Promotion,0,0,3.2,Poor Quality,4.4,4,59,10,4.8,10.8,Very High,19,80.4,88.8,Aggressive,Medium,5,79,1,2022,Q1,Spring
BX_BANGALORE_017,BrandX_India Appliances Bangalore,BrandX_India,Flagship,Bangalore,Metro,LG 28L Convection,Home Appliances,Microwaves,Mature,65,29,14053,9901,407537,29.55,14159,5.35,67,Mid-Range,BrandX_India Store,Credit,BrandX_India Wholesale,NaN,Clearance,33.6,8,6.7,Changed Mind,4.1,4.6,340,6,4.4,10.1,Very High,23,78.5,89.3,Aggressive,Low,7,768,1,2022,Q1,Spring
BX_HYDERABAD_089,BrandX_India Fashion Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,Adidas Hoodie,Clothes,Jackets,Mature,111,60,4541,3700,272460,18.52,5872,6.49,56,Luxury,BrandX_India Online,UPI,BrandX_India Brand Partners,NaN,Flash Sale,29.4,19,6.1,Damaged,4.1,4.3,181,1,5,11.3,High,22,76.4,87,Competitive,Medium,7,55,1,2022,Q1,Spring
BX_JAIPUR_053,BrandX_India Gadget Zone Jaipur,BrandX_India,Flagship,Jaipur,Tier2,Dell XPS 13,Electronics,Laptops,Discontinued,131,20,88877,66477,1777540,25.2,115054,1.83,197,Budget,BrandX_India Online,Wallet,BrandX_India E-commerce Hub,NaN,No Promotion,0,0,7.6,Poor Quality,4.5,4.6,145,7,3.6,12.3,Low,8,68.5,61.8,Standard,Low,7,210,1,2022,Q1,Spring
BX_HYDERABAD_084,BrandX_India Style Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,Adidas Ultraboost,Clothes,Shoes,Mature,145,55,12686,10000,697730,21.17,18687,4.55,79,Budget,BrandX_India Online,Card,BrandX_India Brand Partners,NaN,BOGO,12.8,41,4.6,Poor Quality,4.2,4.6,431,10,3.6,12.7,High,19,79,81.9,Competitive,Medium,6,67,1,2022,Q1,Spring
BX_MUMBAI_057,BrandX_India Trends Mumbai,BrandX_India,Street Store,Mumbai,Metro,Forever 21 Dress,Clothes,Dresses,Mature,142,12,3147,2643,37764,16.02,3700,1.01,355,Mid-Range,BrandX_India Social Commerce,UPI,BrandX_India Local Sourcing,NaN,No Promotion,0,0,5.7,Defective,4.3,4.9,139,10,4,11.5,High,23,81.2,85.3,Competitive,Medium,5,106,1,2022,Q1,Spring
BX_DELHI_085,BrandX_India Gadget Zone Delhi,BrandX_India,Mall Store,Delhi,Metro,Sony WH-1000XM5,Electronics,Headphones,Mature,212,26,31522,26080,819572,17.26,43730,1.47,245,Budget,BrandX_India Phone Order,Card,BrandX_India Local Sourcing,NaN,Festival Offer,24.7,9,5.2,Defective,4.4,4.8,485,10,4.7,22.1,High,25,85,89.1,Competitive,Low,4,129,1,2022,Q1,Spring
BX_KANPUR_004,BrandX_India Apparel Kanpur,BrandX_India,Flagship,Kanpur,Tier2,Levi's 511 Jeans,Clothes,Jeans,Discontinued,81,16,4214,3579,67424,15.07,5752,2.37,152,Budget,BrandX_India Store,Cash,BrandX_India Local Sourcing,NaN,Discount,21.7,28,4.9,Changed Mind,4.4,4.3,405,4,3.7,12.4,Low,4,70.2,67.3,Standard,Medium,7,102,1,2022,Q1,Spring
BX_MUMBAI_025,BrandX_India Apparel Mumbai,BrandX_India,Mall Store,Mumbai,Metro,Adidas Hoodie,Clothes,Jackets,Mature,58,34,3608,2862,122672,20.68,3963,7.03,51,Luxury,BrandX_India Online,Cash,BrandX_India E-commerce Hub,NaN,Flash Sale,38.2,43,5.5,Poor Quality,4.1,4.5,190,1,4.2,16.8,High,20,77.8,88.3,Competitive,Medium,4,148,1,2022,Q1,Spring
BX_VISAKHAPATNAM_027,BrandX_India Living Visakhapatnam,BrandX_India,Flagship,Visakhapatnam,Tier2,Samsung Side by Side,Home Appliances,Refrigerators,Declining,236,50,53305,40405,2665250,24.2,57304,2.54,142,Premium,BrandX_India Online,EMI,BrandX_India E-commerce Hub,NaN,BOGO,16.9,20,0.1,Changed Mind,4.5,4.5,30,1,3.9,10,Medium,3,86.1,67.1,Standard,Low,3,661,1,2022,Q1,Spring
BX_SURAT_020,BrandX_India Fresh Surat,BrandX_India,Street Store,Surat,Tier2,Toor Dal 1kg,Groceries,Dal,Declining,82,37,172,130,6364,24.42,199,5.41,66,Mid-Range,BrandX_India Online,EMI,BrandX_India Local Sourcing,NaN,Discount,24.3,31,3.8,Damaged,3.8,4.8,246,2,4.6,8.8,Medium,6,69.9,60.4,Standard,Low,5,58,1,2022,Q1,Spring
BX_AHMEDABAD_037,BrandX_India Style Ahmedabad,BrandX_India,Online Hub,Ahmedabad,Tier1,Adidas Ultraboost,Clothes,Shoes,Mature,115,43,14932,11642,642076,22.03,17484,4.49,80,Premium,BrandX_India Phone Order,Wallet,BrandX_India Local Sourcing,NaN,No Promotion,0,0,2.5,Defective,4.2,4.1,476,10,4.2,14.7,Medium,10,86.9,78.4,Standard,Medium,4,77,1,2022,Q1,Spring
